committee_id,committee_name,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,recipient_name,recipient_state,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label
C00720078,JAY OBERNOLTE FOR CONGRESS,202504159755353851,17,SB17.4433.1,1886413,ORG,ORGANIZATION,HARRY'S RESERVE,DC,EVENT CATERING SUPPLIES,X,,3/17/25 0:00,426.41,4041520251184156132,WASHINGTON,20003,FUNDRAISING,,2026,SB,4041720251185303546,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755353851,Operating Expenditures
C00730531,TEXANS FOR RONNY JACKSON,202504159755554285,17,B075A4627DF7D4D2684D,1887251,ORG,ORGANIZATION,CAPITOL HILL CLUB,DC,FOOD/BEVERAGE,X,,1/24/25 0:00,1013.11,4041520251184156618,WASHINGTON,200031801,OTHER,,2026,SB,4041720251185308517,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755554285,Operating Expenditures
C00503052,JEFFRIES FOR CONGRESS,202504159755559900,17,500378788,1887257,ORG,ORGANIZATION,SAPPHIRE STRATEGIES,DC,DIGITAL CONSULTING SERVICES,,,1/3/25 0:00,7500,4041520251184156620,WASHINGTON,200151634,OTHER,,2026,SB,4041720251185302617,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755559900,Operating Expenditures
C00574889,TAMMY FOR ILLINOIS,202504159755803318,17,500440463,1887645,ORG,ORGANIZATION,BARREL,DC,MEALS,X,,3/7/25 0:00,73.98,4041520251184156872,WASHINGTON,200034330,TRAVEL,*,2026,SB,4041720251185303214,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755803318,Operating Expenditures
C00798132,SHRI FOR CONGRESS,202504159756060532,17,500438610,1888065,ORG,ORGANIZATION,AMALGAMATED BANK,DC,BANK FEES,,,1/28/25 0:00,227.65,4041620251184296058,WASHINGTON,200061202,OTHER,,2026,SB,4042320251186383143,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756060532,Operating Expenditures
C00801431,ADAM GRAY FOR CONGRESS,202504159756053344,17,EB5584,1887973,ORG,ORGANIZATION,HAWK & DOVE,DC,FOOD & BEVERAGES,,,3/12/25 0:00,504.42,4041620251184296012,WASHINGTON,20003,OTHER,,2026,SB,4041720251185311018,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756053344,Operating Expenditures
C00770438,JAKE ELLZEY FOR CONGRESS,202504159755600327,17,BF70C9CDDFD4D43A9854,1887325,ORG,ORGANIZATION,CAPITOL HILL CLUB,DC,MEAL EXPENSES,,,1/16/25 0:00,483.28,4041520251184156650,WASHINGTON,20003,TRAVEL,,2026,SB,4041720251185303834,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755600327,Operating Expenditures
C00801431,ADAM GRAY FOR CONGRESS,202504159756053187,17,EB5254,1887973,ORG,ORGANIZATION,AC HOTEL BY MARRIOTT,DC,TRAVEL EXPENSES,,,1/3/25 0:00,121.2,4041620251184296012,WASHINGTON,20003,MATERIALS,,2026,SB,4041720251185310546,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756053187,Operating Expenditures
C00557652,NORMA TORRES FOR CONGRESS,202504159755856863,17,EB7565,1887728,ORG,ORGANIZATION,DEMOCRACY ENGINE LLC,DC,PROCESSING FEE,,,1/23/25 0:00,705,4041520251184156921,WASHINGTON,90011,OTHER,,2026,SB,4041720251185308639,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755856863,Operating Expenditures
C00498667,MARK TAKANO FOR CONGRESS,202504159755578055,17,500484609,1887296,ORG,ORGANIZATION,NGP VAN,DC,SOFTWARE,,,1/8/25 0:00,3657,4041520251184156638,WASHINGTON,200055006,OTHER,,2026,SB,4041720251185312293,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755578055,Operating Expenditures
C00730531,TEXANS FOR RONNY JACKSON,202504159755554228,17,B1368E55AD5E04CBF89C,1887251,ORG,ORGANIZATION,"WIN RED TECHNICAL SERVICES, LLC",DC,MERCHANT FEES,,,2/18/25 0:00,3683.94,4041520251184156618,WASHINGTON,200054210,OTHER,,2026,SB,4041720251185308347,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755554228,Operating Expenditures
C00730531,TEXANS FOR RONNY JACKSON,202504159755554245,17,B0498D924515B487EBE5,1887251,ORG,ORGANIZATION,"WIN RED TECHNICAL SERVICES, LLC",DC,MERCHANT FEES,,,3/31/25 0:00,3009.52,4041520251184156618,WASHINGTON,200054210,OTHER,,2026,SB,4041720251185308397,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755554245,Operating Expenditures
C00503052,JEFFRIES FOR CONGRESS,202504159755559824,17,500382747,1887257,ORG,ORGANIZATION,HILTON GARDEN INN,DC,TRAVEL EXPENSE,,,3/7/25 0:00,197.45,4041520251184156620,WASHINGTON,200053301,MATERIALS,,2026,SB,4041720251185302389,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755559824,Operating Expenditures
C00503052,JEFFRIES FOR CONGRESS,202504159755559790,17,500380607,1887257,ORG,ORGANIZATION,CIRCA AT NAVY YARD,DC,CAMPAIGN MEETING EXPENSE,,,2/13/25 0:00,137,4041520251184156620,WASHINGTON,200033957,MATERIALS,,2026,SB,4041720251185302287,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755559790,Operating Expenditures
C00706267,ASHLEY HINSON FOR CONGRESS,202504159755374478,17,SB17.10019,1886620,ORG,ORGANIZATION,BUTTERWORTHS,DC,FOOD/BEVERAGE,,,1/8/25 0:00,92.05,4041520251184156248,WASHINGTON,20003,OTHER,,2026,SB,4041720251185303587,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755374478,Operating Expenditures
C00574889,TAMMY FOR ILLINOIS,202504159755803354,17,500440677,1887645,ORG,ORGANIZATION,ELIAS LAW GROUP,DC,LEGAL SERVICES,,,2/18/25 0:00,854.25,4041520251184156872,WASHINGTON,200024253,OTHER,,2026,SB,4041720251185303321,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755803354,Operating Expenditures
C00786194,CISCOMANI FOR CONGRESS,202504159756045262,17,B2C126C4E8C244D1CAD0,1887909,ORG,ORGANIZATION,CONGRESSIONAL CLUB,DC,MEMBERSHIP DUES,X,,2/3/25 0:00,250,4041520251184157046,WASHINGTON,200093414,OTHER,,2026,SB,4041720251185307458,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756045262,Operating Expenditures
C00503052,JEFFRIES FOR CONGRESS,202504159755559876,17,500381269,1887257,ORG,ORGANIZATION,OSTERIA MORINI,DC,FUNDRAISING EVENT EXPENSE,,,2/19/25 0:00,2125,4041520251184156620,WASHINGTON,200033740,FUNDRAISING,,2026,SB,4041720251185302544,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755559876,Operating Expenditures
C00778159,ZINKE FOR CONGRESS,202504159755364344,17,B783DD3FE832A481BB5A,1886537,ORG,ORGANIZATION,US SENATE CAFE,DC,MEETING EXPENSE,,,1/9/25 0:00,251.75,4041520251184156195,WASHINGTON,20004,MATERIALS,,2026,SB,4041720251185309116,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755364344,Operating Expenditures
C00801431,ADAM GRAY FOR CONGRESS,202504159756053270,17,XB1689EB5480,1887973,ORG,ORGANIZATION,NGP VAN,DC,CAMPAIGN DATABASE,X,,2/13/25 0:00,1995,4041620251184296012,WASHINGTON,20005,OTHER,,2026,SB,4041720251185310795,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756053270,Operating Expenditures
C00503052,JEFFRIES FOR CONGRESS,202504159755559880,17,500380636,1887257,ORG,ORGANIZATION,PAYCHEX,DC,PAYROLL TAXES,,,2/7/25 0:00,4102.7,4041520251184156620,WASHINGTON,200016700,OTHER,,2026,SB,4041720251185302557,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755559880,Operating Expenditures
C00831321,LAURA FRIEDMAN FOR CONGRESS,202504159755482137,17,501240455,1887070,ORG,ORGANIZATION,AMALGAMATED BANK,DC,BANK FEES,,,3/27/25 0:00,112,4041520251184156521,WASHINGTON,200061202,OTHER,,2026,SB,4041720251185310154,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755482137,Operating Expenditures
C00616268,MORAN VICTORY COMMITTEE,202504159755516343,17,BD6FB385BB62B45698A9,1887132,ORG,ORGANIZATION,BARREL,DC,FUNDRAISING EVENT MEAL,X,,3/31/25 0:00,725.22,4041520251184156555,WASHINGTON,20009,TRAVEL,,2026,SB,4041720251185298426,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755516343,Operating Expenditures
C00411330,FRIENDS OF BERNIE SANDERS,202504159755853652,17,500201384,1887707,ORG,ORGANIZATION,JOHN ROBINSON,DC,SALARY,X,,1/15/25 0:00,2003.59,4041520251184156907,WASHINGTON,200101102,ADMINISTRATIVE,*,2026,SB,4041720251185305584,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755853652,Operating Expenditures
C00730531,TEXANS FOR RONNY JACKSON,202504159755554225,17,B3DEDF84F58EF46D8B30,1887251,ORG,ORGANIZATION,"WIN RED TECHNICAL SERVICES, LLC",DC,MERCHANT FEES,,,2/5/25 0:00,2053.92,4041520251184156618,WASHINGTON,200054210,OTHER,,2026,SB,4041720251185308336,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755554225,Operating Expenditures
C00730531,TEXANS FOR RONNY JACKSON,202504159755554282,17,B0FE7045A73114E02B51,1887251,ORG,ORGANIZATION,JOE'S SEAFOOD,DC,FOOD/BEVERAGE,X,,1/24/25 0:00,847.5,4041520251184156618,WASHINGTON,20005,OTHER,,2026,SB,4041720251185308509,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755554282,Operating Expenditures
C00853697,WILSON FOR WISCONSIN,202504159755995448,17,SB17.4129,1887812,ORG,ORGANIZATION,AMALGAMATED BANK,DC,BANK FEE,,,1/28/25 0:00,14,4041520251184156974,WASHINGTON,20006,OTHER,,2026,SB,4041720251185312320,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755995448,Operating Expenditures
C00801431,ADAM GRAY FOR CONGRESS,202504159756053217,17,XB1397EB5338,1887973,ORG,ORGANIZATION,SHE LOVES ME,DC,FUNDRAISING EVENT DECORATIONS,X,,1/17/25 0:00,952.94,4041620251184296012,WASHINGTON,20002,FUNDRAISING,,2026,SB,4041720251185310638,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756053217,Operating Expenditures
C00376939,MARSHA FOR SENATE,202504159755621293,17,SB17.I26212,1887332,ORG,ORGANIZATION,RESTAURANT ASSOCIATES,DC,FOOD/BEVERAGE,X,,1/28/25 0:00,48,4041520251184156661,WASHINGTON,20510,OTHER,,2026,SB,4041720251185298465,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755621293,Operating Expenditures
C00786194,CISCOMANI FOR CONGRESS,202504159756045266,17,B64FFD4EF08D943D6B29,1887909,ORG,ORGANIZATION,ARISTOTLE,DC,DATABASE,,,2/4/25 0:00,2546.4,4041520251184157046,WASHINGTON,200031164,OTHER,,2026,SB,4041720251185307469,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756045266,Operating Expenditures
C00503052,JEFFRIES FOR CONGRESS,202504159755559774,17,500382702,1887257,ORG,ORGANIZATION,AMTRAK,DC,TRAVEL EXPENSE,,,3/10/25 0:00,989,4041520251184156620,WASHINGTON,200024214,MATERIALS,,2026,SB,4041720251185302240,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755559774,Operating Expenditures
C00730531,TEXANS FOR RONNY JACKSON,202504159755554240,17,BE8DD7193A79F4493A7F,1887251,ORG,ORGANIZATION,"WIN RED TECHNICAL SERVICES, LLC",DC,MERCHANT FEES,,,3/24/25 0:00,1169.1,4041520251184156618,WASHINGTON,200054210,OTHER,,2026,SB,4041720251185308381,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755554240,Operating Expenditures
C00770438,JAKE ELLZEY FOR CONGRESS,202504159755600328,17,BA5AF3F4E3891412AB2A,1887325,ORG,ORGANIZATION,CAPITOL HILL CLUB,DC,MEAL EXPENSES,,,3/17/25 0:00,498.11,4041520251184156650,WASHINGTON,20003,TRAVEL,,2026,SB,4041720251185303836,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755600328,Operating Expenditures
C00730531,TEXANS FOR RONNY JACKSON,202504159755554222,17,B5AADD2438DE4443FBB4,1887251,ORG,ORGANIZATION,"BOGART & ASSOCIATES, INC.",DC,HOST GIFTS,,,1/30/25 0:00,454.46,4041520251184156618,WASHINGTON,200031904,OTHER,,2026,SB,4041720251185308327,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755554222,Operating Expenditures
C00851980,FRIENDS OF DAVE MCCORMICK,202504159755419604,17,SB17.94,1886891,ORG,ORGANIZATION,USPS,DC,POSTAGE,,,2/19/25 0:00,47.05,4041520251184156395,WASHINGTON,20004,ADMINISTRATIVE,,2026,SB,4041720251185302033,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755419604,Operating Expenditures
C00718635,"TIFFANY FOR WISCONSIN, INC.",202504159756025382,17,B40CE2FD65BBF4E48808,1887865,ORG,ORGANIZATION,CAPITOL GRILLE,DC,MEETING EXPENSE,,,1/27/25 0:00,467.2,4041520251184157012,WASHINGTON,200042601,MATERIALS,,2026,SB,4041720251185312378,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756025382,Operating Expenditures
C00801431,ADAM GRAY FOR CONGRESS,202504159756053201,17,XB1452EB5338,1887973,ORG,ORGANIZATION,AC HOTEL BY MARRIOTT,DC,TRAVEL EXPENSES,X,,1/17/25 0:00,1269.91,4041620251184296012,WASHINGTON,20003,MATERIALS,,2026,SB,4041720251185310588,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756053201,Operating Expenditures
C00801431,ADAM GRAY FOR CONGRESS,202504159756053202,17,XB1468EB5338,1887973,ORG,ORGANIZATION,AC HOTEL BY MARRIOTT,DC,TRAVEL EXPENSES,X,,1/17/25 0:00,265.53,4041620251184296012,WASHINGTON,20003,MATERIALS,,2026,SB,4041720251185310593,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756053202,Operating Expenditures
C00574889,TAMMY FOR ILLINOIS,202504159755803303,17,500440368,1887645,ORG,ORGANIZATION,L'ARDENTE,DC,MEALS,X,,2/10/25 0:00,159.3,4041520251184156872,WASHINGTON,200011429,TRAVEL,*,2026,SB,4041720251185303168,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755803303,Operating Expenditures
C00513077,JULIA BROWNLEY FOR CONGRESS,202504159755371637,17,500703639,1886616,ORG,ORGANIZATION,NATIONAL DEMOCRATIC CLUB,DC,MEALS,,,3/4/25 0:00,230,4041520251184156246,WASHINGTON,200034006,TRAVEL,,2026,SB,4041720251185311874,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755371637,Operating Expenditures
C00411330,FRIENDS OF BERNIE SANDERS,202504159755853567,17,500200903,1887707,ORG,ORGANIZATION,ENTERPRISE RENT A CAR,DC,TRANSPORTATION,X,,3/24/25 0:00,119.38,4041520251184156907,WASHINGTON,200242138,OTHER,*,2026,SB,4041720251185305327,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755853567,Operating Expenditures
C00730531,TEXANS FOR RONNY JACKSON,202504159755554238,17,B6158CA53FB5D457A8FF,1887251,ORG,ORGANIZATION,"WIN RED TECHNICAL SERVICES, LLC",DC,MERCHANT FEES,,,3/14/25 0:00,1656.42,4041520251184156618,WASHINGTON,200054210,OTHER,,2026,SB,4041720251185308375,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755554238,Operating Expenditures
C00411330,FRIENDS OF BERNIE SANDERS,202504159755853664,17,500201407,1887707,ORG,ORGANIZATION,MISTY REBIK,DC,SALARY,X,,2/15/25 0:00,880.5,4041520251184156907,WASHINGTON,20010,ADMINISTRATIVE,*,2026,SB,4041720251185305619,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755853664,Operating Expenditures
C00765800,FETTERMAN FOR PA,202504159755604957,17,500586371,1887330,ORG,ORGANIZATION,GRAZIE GRAZIE,DC,MEALS,,,3/27/25 0:00,122.5,4041520251184156654,WASHINGTON,200061238,TRAVEL,,2026,SB,4041720251185300923,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755604957,Operating Expenditures
C00801431,ADAM GRAY FOR CONGRESS,202504159756053333,17,EB5541,1887973,ORG,ORGANIZATION,DEMOCRACY ENGINE,DC,MERCHANT FEES,,,2/28/25 0:00,138.4,4041620251184296012,WASHINGTON,20009,OTHER,,2026,SB,4041720251185310984,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756053333,Operating Expenditures
C00706267,ASHLEY HINSON FOR CONGRESS,202504159755374515,17,SB17.10123,1886620,ORG,ORGANIZATION,MAIN THING STRATEGIES,DC,POLITICAL STRATEGY CONSULTING,,,3/10/25 0:00,5000,4041520251184156248,WASHINGTON,20043,OTHER,,2026,SB,4041720251185303699,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755374515,Operating Expenditures
C00574889,TAMMY FOR ILLINOIS,202504159755803264,17,500440644,1887645,ORG,ORGANIZATION,AMALGAMATED BANK,DC,BANK FEE,,,2/26/25 0:00,156.5,4041520251184156872,WASHINGTON,200061202,OTHER,,2026,SB,4041720251185303051,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755803264,Operating Expenditures
C00503052,JEFFRIES FOR CONGRESS,202504159755559884,17,500383695,1887257,ORG,ORGANIZATION,PAYCHEX,DC,PAYROLL PROCESSING FEE,,,3/21/25 0:00,158.96,4041520251184156620,WASHINGTON,200016700,OTHER,,2026,SB,4041720251185302568,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755559884,Operating Expenditures
C00574889,TAMMY FOR ILLINOIS,202504159755803263,17,500440640,1887645,ORG,ORGANIZATION,AMALGAMATED BANK,DC,BANK FEE,,,1/28/25 0:00,10,4041520251184156872,WASHINGTON,200061202,OTHER,,2026,SB,4041720251185303047,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755803263,Operating Expenditures
C00431353,KLOBUCHAR FOR MINNESOTA,202504159755422955,17,500054352,1886926,ORG,ORGANIZATION,NGP VAN,DC,SOFTWARE SUBSCRIPTION,,,3/5/25 0:00,525,4041520251184156418,WASHINGTON,200055006,OTHER,,2026,SB,4042320251186361797,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755422955,Operating Expenditures
C00851980,FRIENDS OF DAVE MCCORMICK,202504159755419630,17,SB17.140,1886891,ORG,ORGANIZATION,USPS,DC,POSTAGE,,,3/21/25 0:00,17.5,4041520251184156395,WASHINGTON,20004,ADMINISTRATIVE,,2026,SB,4041720251185302110,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755419630,Operating Expenditures
C00801431,ADAM GRAY FOR CONGRESS,202504159756053259,17,XB1628EB5480,1887973,ORG,ORGANIZATION,AMA RESTAURANT & BAR,DC,FOOD & BEVERAGES,X,,2/13/25 0:00,110.24,4041620251184296012,WASHINGTON,20003,OTHER,,2026,SB,4041720251185310764,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756053259,Operating Expenditures
C00411330,FRIENDS OF BERNIE SANDERS,202504159755853642,17,500200587,1887707,ORG,ORGANIZATION,DC WATER,DC,RENT/UTILITIES/INTERNET,,,3/4/25 0:00,48.69,4041520251184156907,WASHINGTON,200907200,ADMINISTRATIVE,,2026,SB,4041720251185305554,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755853642,Operating Expenditures
C00503052,JEFFRIES FOR CONGRESS,202504159755559878,17,500378842,1887257,ORG,ORGANIZATION,PAYCHEX,DC,PAYROLL TAXES,,,1/10/25 0:00,4264.34,4041520251184156620,WASHINGTON,200016700,OTHER,,2026,SB,4041720251185302552,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755559878,Operating Expenditures
C00720078,JAY OBERNOLTE FOR CONGRESS,202504159755353849,17,SB17.4248.2,1886413,ORG,ORGANIZATION,WESTERN CACTUS FOUNDATION,DC,MEETING EXPENSE,X,,2/11/25 0:00,250,4041520251184156132,WASHINGTON,20003,MATERIALS,,2026,SB,4041720251185303539,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755353849,Operating Expenditures
C00574889,TAMMY FOR ILLINOIS,202504159755803389,17,500440750,1887645,ORG,ORGANIZATION,USPS.COM,DC,POSTAGE,,,2/26/25 0:00,46.9,4041520251184156872,WASHINGTON,202600004,ADMINISTRATIVE,,2026,SB,4041720251185303427,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755803389,Operating Expenditures
C00851980,FRIENDS OF DAVE MCCORMICK,202504159755419608,17,SB17.104,1886891,ORG,ORGANIZATION,USPS,DC,POSTAGE,,,2/25/25 0:00,37.44,4041520251184156395,WASHINGTON,20004,ADMINISTRATIVE,,2026,SB,4041720251185302043,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755419608,Operating Expenditures
C00857821,LINEBERGER FOR US CONGRESS,202504129755256673,17,SB17.6633,1885507,ORG,ORGANIZATION,ACTION NETWORK,DC,PLATFORM FOR FUNDRAISING EMAILS,,,2/14/25 0:00,10,4041220251183933072,WASHINGTON,20005,OTHER,,2026,SB,4041720251185308826,https://docquery.fec.gov/cgi-bin/fecimg/?202504129755256673,Operating Expenditures
C00509422,DOUG LAMALFA COMMITTEE,202504159755443093,17,B-66025,1887035,ORG,ORGANIZATION,CAPITOL HILL CLUB,DC,MEETING,X,,2/14/25 0:00,1501.84,4041520251184156499,WASHINGTON,20006,OTHER,MEMO: SUBVENDOR OF-CHASE CARD SERVICES,2026,SB,4041720251185311688,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755443093,Operating Expenditures
C00801431,ADAM GRAY FOR CONGRESS,202504159756053384,17,EB5341,1887973,ORG,ORGANIZATION,WHOLE FOODS,DC,FOOD & BEVERAGES,,,1/21/25 0:00,103.3,4041620251184296012,WASHINGTON,20003,OTHER,,2026,SB,4041720251185311139,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756053384,Operating Expenditures
C00765800,FETTERMAN FOR PA,202504159755604953,17,500586360,1887330,ORG,ORGANIZATION,GRAZIE GRAZIE,DC,MEALS,,,2/7/25 0:00,60,4041520251184156654,WASHINGTON,200061238,TRAVEL,,2026,SB,4041720251185300912,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755604953,Operating Expenditures
C00574889,TAMMY FOR ILLINOIS,202504159755803265,17,500440648,1887645,ORG,ORGANIZATION,AMALGAMATED BANK,DC,BANK FEE,,,3/27/25 0:00,10,4041520251184156872,WASHINGTON,200061202,OTHER,,2026,SB,4041720251185303055,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755803265,Operating Expenditures
C00503052,JEFFRIES FOR CONGRESS,202504159755559878,17,500378840,1887257,ORG,ORGANIZATION,PAYCHEX,DC,PAYROLL PROCESSING FEE,,,1/10/25 0:00,453.11,4041520251184156620,WASHINGTON,200016700,OTHER,,2026,SB,4041720251185302551,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755559878,Operating Expenditures
C00503052,JEFFRIES FOR CONGRESS,202504159755559873,17,500378850,1887257,ORG,ORGANIZATION,OFFICINA,DC,FUNDRAISING EVENT EXPENSE,,,1/27/25 0:00,1638.5,4041520251184156620,WASHINGTON,200242417,FUNDRAISING,,2026,SB,4041720251185302536,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755559873,Operating Expenditures
C00730531,TEXANS FOR RONNY JACKSON,202504159755554253,17,B07C1FEF2B1E34888A9E,1887251,ORG,ORGANIZATION,CAPITOL HILL CLUB,DC,FOOD/BEVERAGE,X,,3/31/25 0:00,277.4,4041520251184156618,WASHINGTON,200031801,OTHER,,2026,SB,4041720251185308422,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755554253,Operating Expenditures
C00437277,JEFF MERKLEY FOR OREGON,202504159755513997,17,500414622,1887097,ORG,ORGANIZATION,THE KAUFFMAN GROUP,DC,FUNDRAISING CONSULTING SERVICES,,,1/31/25 0:00,2500,4041520251184156533,WASHINGTON,200025702,OTHER,,2026,SB,4041720251185310233,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755513997,Operating Expenditures
C00576041,SALUD CARBAJAL FOR CONGRESS,202504239756382411,17,501242264,1890041,ORG,ORGANIZATION,CONGRESSIONAL CLUB,DC,CIVIC DONATION,X,,2/3/25 0:00,1015,4042320251186072009,WASHINGTON,200093414,OTHER,*,2026,SB,4042320251186378244,https://docquery.fec.gov/cgi-bin/fecimg/?202504239756382411,Operating Expenditures
C00730531,TEXANS FOR RONNY JACKSON,202504159755554224,17,B1AEC3A2F38554693A44,1887251,ORG,ORGANIZATION,"ELECTIONS, LLC",DC,LEGAL SERVICES,,,2/5/25 0:00,1500,4041520251184156618,WASHINGTON,200365304,OTHER,,2026,SB,4041720251185308335,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755554224,Operating Expenditures
C00857821,LINEBERGER FOR US CONGRESS,202504129755256673,17,SB17.6646,1885507,ORG,ORGANIZATION,ACTION NETWORK,DC,PLATFORM FOR FUNDRAISING EMAILS,,,3/14/25 0:00,25,4041220251183933072,WASHINGTON,20005,OTHER,,2026,SB,4041720251185308827,https://docquery.fec.gov/cgi-bin/fecimg/?202504129755256673,Operating Expenditures
C00706267,ASHLEY HINSON FOR CONGRESS,202504159755374480,17,SB17.10022,1886620,ORG,ORGANIZATION,STATE SOCIETY OF IOWA,DC,EVENT TICKETS,,,1/13/25 0:00,1575,4041520251184156248,WASHINGTON,20001,OTHER,,2026,SB,4041720251185303594,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755374480,Operating Expenditures
C00574889,TAMMY FOR ILLINOIS,202504159755803280,17,500440042,1887645,ORG,ORGANIZATION,PARAISO,DC,MEALS,X,,1/6/25 0:00,178.5,4041520251184156872,WASHINGTON,200032277,TRAVEL,*,2026,SB,4041720251185303098,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755803280,Operating Expenditures
C00503052,JEFFRIES FOR CONGRESS,202504159755559907,17,500378781,1887257,ORG,ORGANIZATION,SWITCHBOARD PUBLIC BENEFITS CORP,DC,TEXTING SERVICES,,,1/6/25 0:00,19394.33,4041520251184156620,WASHINGTON,200330485,OTHER,,2026,SB,4041720251185302637,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755559907,Operating Expenditures
C00730531,TEXANS FOR RONNY JACKSON,202504159755554229,17,B0A36179DF2C245BA9CC,1887251,ORG,ORGANIZATION,"WIN RED TECHNICAL SERVICES, LLC",DC,MERCHANT FEES,,,2/19/25 0:00,559.59,4041520251184156618,WASHINGTON,200054210,OTHER,,2026,SB,4041720251185308348,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755554229,Operating Expenditures
C00503052,JEFFRIES FOR CONGRESS,202504159755559888,17,500382794,1887257,ORG,ORGANIZATION,POLITICAL COMPLIANCE MANAGEMENT SERVICES,DC,ACCOUNTING SERVICES,,,3/13/25 0:00,5980,4041520251184156620,WASHINGTON,200355322,OTHER,,2026,SB,4041720251185302580,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755559888,Operating Expenditures
C00616268,MORAN VICTORY COMMITTEE,202504159755516342,17,B70784E135A3D4842B81,1887132,ORG,ORGANIZATION,CAPITOL HILL CLUB,DC,FUNDRAISING EVENT MEAL,X,,3/31/25 0:00,201.54,4041520251184156555,WASHINGTON,200031801,TRAVEL,,2026,SB,4041720251185298422,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755516342,Operating Expenditures
